Date,GEO,value,Age,Sex
2020-08-29,New Brunswick,50,85 years and over,Both sexes
2020-08-29,New Brunswick,15,85 years and over,Males
2020-08-29,New Brunswick,35,85 years and over,Females
2020-09-05,New Brunswick,110,all ages,Both sexes
2020-09-05,New Brunswick,60,all ages,Males
2020-09-05,New Brunswick,55,all ages,Females
2020-09-05,New Brunswick,5,0 to 44 years,Both sexes
2020-09-05,New Brunswick,0,0 to 44 years,Males
2020-09-05,New Brunswick,5,0 to 44 years,Females
2020-09-05,New Brunswick,20,45 to 64 years,Both sexes
2020-09-05,New Brunswick,5,45 to 64 years,Males
2020-09-05,New Brunswick,5,45 to 64 years,Females
2020-09-05,New Brunswick,45,65 to 84 years,Both sexes
2020-09-05,New Brunswick,30,65 to 84 years,Males
2020-09-05,New Brunswick,15,65 to 84 years,Females
2020-09-05,New Brunswick,45,85 years and over,Both sexes
2020-09-05,New Brunswick,15,85 years and over,Males
2020-09-05,New Brunswick,25,85 years and over,Females
2020-09-12,New Brunswick,130,all ages,Both sexes
2020-09-12,New Brunswick,70,all ages,Males
2020-09-12,New Brunswick,60,all ages,Females
2020-09-12,New Brunswick,10,0 to 44 years,Both sexes
2020-09-12,New Brunswick,5,0 to 44 years,Males
2020-09-12,New Brunswick,5,0 to 44 years,Females
2020-09-12,New Brunswick,15,45 to 64 years,Both sexes
2020-09-12,New Brunswick,10,45 to 64 years,Males
2020-09-12,New Brunswick,5,45 to 64 years,Females
2020-09-12,New Brunswick,65,65 to 84 years,Both sexes
2020-09-12,New Brunswick,40,65 to 84 years,Males
2020-09-12,New Brunswick,25,65 to 84 years,Females
2020-09-12,New Brunswick,35,85 years and over,Both sexes
2020-09-12,New Brunswick,10,85 years and over,Males
2020-09-12,New Brunswick,25,85 years and over,Females
2020-09-19,New Brunswick,160,all ages,Both sexes
2020-09-19,New Brunswick,80,all ages,Males
2020-09-19,New Brunswick,75,all ages,Females
2020-09-19,New Brunswick,10,0 to 44 years,Both sexes
2020-09-19,New Brunswick,5,0 to 44 years,Males
2020-09-19,New Brunswick,5,0 to 44 years,Females
2020-09-19,New Brunswick,30,45 to 64 years,Both sexes
2020-09-19,New Brunswick,15,45 to 64 years,Males
2020-09-19,New Brunswick,15,45 to 64 years,Females
2020-09-19,New Brunswick,70,65 to 84 years,Both sexes
2020-09-19,New Brunswick,35,65 to 84 years,Males
2020-09-19,New Brunswick,35,65 to 84 years,Females
2020-09-19,New Brunswick,55,85 years and over,Both sexes
2020-09-19,New Brunswick,25,85 years and over,Males
2020-09-19,New Brunswick,25,85 years and over,Females
2020-09-26,New Brunswick,140,all ages,Both sexes
2020-09-26,New Brunswick,80,all ages,Males
2020-09-26,New Brunswick,65,all ages,Females
2020-09-26,New Brunswick,5,0 to 44 years,Both sexes
2020-09-26,New Brunswick,5,0 to 44 years,Males
2020-09-26,New Brunswick,5,0 to 44 years,Females
2020-09-26,New Brunswick,15,45 to 64 years,Both sexes
2020-09-26,New Brunswick,10,45 to 64 years,Males
2020-09-26,New Brunswick,10,45 to 64 years,Females
2020-09-26,New Brunswick,70,65 to 84 years,Both sexes
2020-09-26,New Brunswick,45,65 to 84 years,Males
2020-09-26,New Brunswick,30,65 to 84 years,Females
2020-09-26,New Brunswick,50,85 years and over,Both sexes
2020-09-26,New Brunswick,30,85 years and over,Males
2020-09-26,New Brunswick,25,85 years and over,Females
2020-10-03,New Brunswick,150,all ages,Both sexes
2020-10-03,New Brunswick,75,all ages,Males
2020-10-03,New Brunswick,70,all ages,Females
2020-10-03,New Brunswick,5,0 to 44 years,Both sexes
2020-10-03,New Brunswick,5,0 to 44 years,Males
2020-10-03,New Brunswick,5,0 to 44 years,Females
2020-10-03,New Brunswick,25,45 to 64 years,Both sexes
2020-10-03,New Brunswick,15,45 to 64 years,Males
2020-10-03,New Brunswick,10,45 to 64 years,Females
2020-10-03,New Brunswick,75,65 to 84 years,Both sexes
2020-10-03,New Brunswick,45,65 to 84 years,Males
2020-10-03,New Brunswick,30,65 to 84 years,Females
2020-10-03,New Brunswick,45,85 years and over,Both sexes
2020-10-03,New Brunswick,15,85 years and over,Males
2020-10-03,New Brunswick,25,85 years and over,Females
2020-10-10,New Brunswick,130,all ages,Both sexes
2020-10-10,New Brunswick,60,all ages,Males
2020-10-10,New Brunswick,65,all ages,Females
2020-10-10,New Brunswick,10,0 to 44 years,Both sexes
2020-10-10,New Brunswick,5,0 to 44 years,Males
2020-10-10,New Brunswick,0,0 to 44 years,Females
2020-10-10,New Brunswick,10,45 to 64 years,Both sexes
2020-10-10,New Brunswick,5,45 to 64 years,Males
2020-10-10,New Brunswick,5,45 to 64 years,Females
2020-10-10,New Brunswick,65,65 to 84 years,Both sexes
2020-10-10,New Brunswick,35,65 to 84 years,Males
2020-10-10,New Brunswick,35,65 to 84 years,Females
2020-10-10,New Brunswick,40,85 years and over,Both sexes
2020-10-10,New Brunswick,20,85 years and over,Males
2020-10-10,New Brunswick,30,85 years and over,Females
2020-10-17,New Brunswick,170,all ages,Both sexes
2020-10-17,New Brunswick,85,all ages,Males
2020-10-17,New Brunswick,80,all ages,Females
2020-10-17,New Brunswick,5,0 to 44 years,Both sexes
2020-10-17,New Brunswick,5,0 to 44 years,Males
2020-10-17,New Brunswick,0,0 to 44 years,Females
2020-10-17,New Brunswick,30,45 to 64 years,Both sexes
2020-10-17,New Brunswick,20,45 to 64 years,Males
2020-10-17,New Brunswick,15,45 to 64 years,Females
2020-10-17,New Brunswick,80,65 to 84 years,Both sexes
2020-10-17,New Brunswick,40,65 to 84 years,Males
2020-10-17,New Brunswick,40,65 to 84 years,Females
2020-10-17,New Brunswick,50,85 years and over,Both sexes
2020-10-17,New Brunswick,25,85 years and over,Males
2020-10-17,New Brunswick,30,85 years and over,Females
2020-10-24,New Brunswick,145,all ages,Both sexes
2020-10-24,New Brunswick,60,all ages,Males
2020-10-24,New Brunswick,80,all ages,Females
2020-10-24,New Brunswick,5,0 to 44 years,Both sexes
2020-10-24,New Brunswick,0,0 to 44 years,Males
2020-10-24,New Brunswick,5,0 to 44 years,Females
2020-10-24,New Brunswick,25,45 to 64 years,Both sexes
2020-10-24,New Brunswick,5,45 to 64 years,Males
2020-10-24,New Brunswick,15,45 to 64 years,Females
2020-10-24,New Brunswick,65,65 to 84 years,Both sexes
2020-10-24,New Brunswick,35,65 to 84 years,Males
2020-10-24,New Brunswick,25,65 to 84 years,Females
2020-10-24,New Brunswick,45,85 years and over,Both sexes
2020-10-24,New Brunswick,15,85 years and over,Males
2020-10-24,New Brunswick,35,85 years and over,Females
2020-10-31,New Brunswick,160,all ages,Both sexes
2020-10-31,New Brunswick,75,all ages,Males
2020-10-31,New Brunswick,80,all ages,Females
2020-10-31,New Brunswick,10,0 to 44 years,Both sexes
2020-10-31,New Brunswick,5,0 to 44 years,Males
2020-10-31,New Brunswick,5,0 to 44 years,Females
2020-10-31,New Brunswick,15,45 to 64 years,Both sexes
2020-10-31,New Brunswick,5,45 to 64 years,Males
2020-10-31,New Brunswick,10,45 to 64 years,Females
2020-10-31,New Brunswick,80,65 to 84 years,Both sexes
2020-10-31,New Brunswick,40,65 to 84 years,Males
2020-10-31,New Brunswick,40,65 to 84 years,Females
2020-10-31,New Brunswick,50,85 years and over,Both sexes
2020-10-31,New Brunswick,20,85 years and over,Males
2020-10-31,New Brunswick,35,85 years and over,Females
2020-11-07,New Brunswick,160,all ages,Both sexes
2020-11-07,New Brunswick,85,all ages,Males
2020-11-07,New Brunswick,75,all ages,Females
2020-11-07,New Brunswick,5,0 to 44 years,Both sexes
2020-11-07,New Brunswick,0,0 to 44 years,Males
2020-11-07,New Brunswick,0,0 to 44 years,Females
2020-11-07,New Brunswick,25,45 to 64 years,Both sexes
2020-11-07,New Brunswick,15,45 to 64 years,Males
2020-11-07,New Brunswick,5,45 to 64 years,Females
2020-11-07,New Brunswick,80,65 to 84 years,Both sexes
2020-11-07,New Brunswick,50,65 to 84 years,Males
2020-11-07,New Brunswick,30,65 to 84 years,Females
2020-11-07,New Brunswick,55,85 years and over,Both sexes
2020-11-07,New Brunswick,20,85 years and over,Males
2020-11-07,New Brunswick,35,85 years and over,Females
2020-11-14,New Brunswick,150,all ages,Both sexes
2020-11-14,New Brunswick,75,all ages,Males
2020-11-14,New Brunswick,75,all ages,Females
2020-11-14,New Brunswick,5,0 to 44 years,Both sexes
2020-11-14,New Brunswick,0,0 to 44 years,Males
2020-11-14,New Brunswick,0,0 to 44 years,Females
2020-11-14,New Brunswick,25,45 to 64 years,Both sexes
2020-11-14,New Brunswick,15,45 to 64 years,Males
2020-11-14,New Brunswick,10,45 to 64 years,Females
2020-11-14,New Brunswick,70,65 to 84 years,Both sexes
2020-11-14,New Brunswick,35,65 to 84 years,Males
2020-11-14,New Brunswick,35,65 to 84 years,Females
2020-11-14,New Brunswick,50,85 years and over,Both sexes
2020-11-14,New Brunswick,20,85 years and over,Males
2020-11-14,New Brunswick,25,85 years and over,Females
2020-11-21,New Brunswick,150,all ages,Both sexes
2020-11-21,New Brunswick,80,all ages,Males
2020-11-21,New Brunswick,70,all ages,Females
2020-11-21,New Brunswick,5,0 to 44 years,Both sexes
2020-11-21,New Brunswick,5,0 to 44 years,Males
2020-11-21,New Brunswick,5,0 to 44 years,Females
2020-11-21,New Brunswick,25,45 to 64 years,Both sexes
2020-11-21,New Brunswick,15,45 to 64 years,Males
2020-11-21,New Brunswick,15,45 to 64 years,Females
2020-11-21,New Brunswick,60,65 to 84 years,Both sexes
2020-11-21,New Brunswick,30,65 to 84 years,Males
2020-11-21,New Brunswick,35,65 to 84 years,Females
2020-11-21,New Brunswick,50,85 years and over,Both sexes
2020-11-21,New Brunswick,25,85 years and over,Males
2020-11-21,New Brunswick,25,85 years and over,Females
2020-11-28,New Brunswick,145,all ages,Both sexes
2020-11-28,New Brunswick,80,all ages,Males
2020-11-28,New Brunswick,65,all ages,Females
2020-11-28,New Brunswick,5,0 to 44 years,Both sexes
2020-11-28,New Brunswick,5,0 to 44 years,Males
2020-11-28,New Brunswick,5,0 to 44 years,Females
2020-11-28,New Brunswick,20,45 to 64 years,Both sexes
2020-11-28,New Brunswick,10,45 to 64 years,Males
2020-11-28,New Brunswick,5,45 to 64 years,Females
2020-11-28,New Brunswick,65,65 to 84 years,Both sexes
2020-11-28,New Brunswick,40,65 to 84 years,Males
2020-11-28,New Brunswick,25,65 to 84 years,Females
2020-11-28,New Brunswick,55,85 years and over,Both sexes
2020-11-28,New Brunswick,25,85 years and over,Males
2020-11-28,New Brunswick,30,85 years and over,Females
2020-12-05,New Brunswick,150,all ages,Both sexes
2020-12-05,New Brunswick,85,all ages,Males
2020-12-05,New Brunswick,70,all ages,Females
2020-12-05,New Brunswick,5,0 to 44 years,Both sexes
2020-12-05,New Brunswick,5,0 to 44 years,Males
2020-12-05,New Brunswick,0,0 to 44 years,Females
2020-12-05,New Brunswick,30,45 to 64 years,Both sexes
2020-12-05,New Brunswick,15,45 to 64 years,Males
2020-12-05,New Brunswick,10,45 to 64 years,Females
2020-12-05,New Brunswick,65,65 to 84 years,Both sexes
2020-12-05,New Brunswick,40,65 to 84 years,Males
2020-12-05,New Brunswick,25,65 to 84 years,Females
2020-12-05,New Brunswick,45,85 years and over,Both sexes
2020-12-05,New Brunswick,20,85 years and over,Males
2020-12-05,New Brunswick,25,85 years and over,Females
2020-12-12,New Brunswick,150,all ages,Both sexes
2020-12-12,New Brunswick,70,all ages,Males
2020-12-12,New Brunswick,75,all ages,Females
2020-12-12,New Brunswick,0,0 to 44 years,Both sexes
2020-12-12,New Brunswick,5,0 to 44 years,Males
2020-12-12,New Brunswick,5,0 to 44 years,Females
2020-12-12,New Brunswick,20,45 to 64 years,Both sexes
2020-12-12,New Brunswick,10,45 to 64 years,Males
2020-12-12,New Brunswick,5,45 to 64 years,Females
2020-12-12,New Brunswick,80,65 to 84 years,Both sexes
2020-12-12,New Brunswick,50,65 to 84 years,Males
2020-12-12,New Brunswick,35,65 to 84 years,Females
2020-12-12,New Brunswick,50,85 years and over,Both sexes
2020-12-12,New Brunswick,15,85 years and over,Males
2020-12-12,New Brunswick,30,85 years and over,Females
2020-12-19,New Brunswick,140,all ages,Both sexes
2020-12-19,New Brunswick,70,all ages,Males
2020-12-19,New Brunswick,70,all ages,Females
2020-12-19,New Brunswick,10,0 to 44 years,Both sexes
2020-12-19,New Brunswick,5,0 to 44 years,Males
2020-12-19,New Brunswick,5,0 to 44 years,Females
2020-12-19,New Brunswick,15,45 to 64 years,Both sexes
2020-12-19,New Brunswick,10,45 to 64 years,Males
2020-12-19,New Brunswick,10,45 to 64 years,Females
2020-12-19,New Brunswick,65,65 to 84 years,Both sexes
2020-12-19,New Brunswick,35,65 to 84 years,Males
2020-12-19,New Brunswick,25,65 to 84 years,Females
2020-12-19,New Brunswick,50,85 years and over,Both sexes
2020-12-19,New Brunswick,20,85 years and over,Males
2020-12-19,New Brunswick,30,85 years and over,Females
2020-12-26,New Brunswick,160,all ages,Both sexes
2020-12-26,New Brunswick,70,all ages,Males
2020-12-26,New Brunswick,85,all ages,Females
2020-12-26,New Brunswick,5,0 to 44 years,Both sexes
2020-12-26,New Brunswick,0,0 to 44 years,Males
2020-12-26,New Brunswick,0,0 to 44 years,Females
2020-12-26,New Brunswick,25,45 to 64 years,Both sexes
2020-12-26,New Brunswick,15,45 to 64 years,Males
2020-12-26,New Brunswick,5,45 to 64 years,Females
2020-12-26,New Brunswick,80,65 to 84 years,Both sexes
2020-12-26,New Brunswick,35,65 to 84 years,Males
2020-12-26,New Brunswick,40,65 to 84 years,Females
2020-12-26,New Brunswick,50,85 years and over,Both sexes
2020-12-26,New Brunswick,20,85 years and over,Males
2020-12-26,New Brunswick,30,85 years and over,Females
2021-01-02,New Brunswick,125,all ages,Both sexes
2021-01-02,New Brunswick,70,all ages,Males
2021-01-02,New Brunswick,55,all ages,Females
2021-01-02,New Brunswick,0,0 to 44 years,Both sexes
2021-01-02,New Brunswick,0,0 to 44 years,Males
2021-01-02,New Brunswick,0,0 to 44 years,Females
2021-01-02,New Brunswick,15,45 to 64 years,Both sexes
2021-01-02,New Brunswick,15,45 to 64 years,Males
2021-01-02,New Brunswick,5,45 to 64 years,Females
2021-01-02,New Brunswick,65,65 to 84 years,Both sexes
2021-01-02,New Brunswick,40,65 to 84 years,Males
2021-01-02,New Brunswick,25,65 to 84 years,Females
2021-01-02,New Brunswick,40,85 years and over,Both sexes
2021-01-02,New Brunswick,15,85 years and over,Males
2021-01-02,New Brunswick,25,85 years and over,Females
2021-01-09,New Brunswick,150,all ages,Both sexes
2021-01-09,New Brunswick,75,all ages,Males
2021-01-09,New Brunswick,65,all ages,Females
2021-01-09,New Brunswick,10,0 to 44 years,Both sexes
2021-01-09,New Brunswick,5,0 to 44 years,Males
2021-01-09,New Brunswick,5,0 to 44 years,Females
2021-01-09,New Brunswick,15,45 to 64 years,Both sexes
2021-01-09,New Brunswick,5,45 to 64 years,Males
2021-01-09,New Brunswick,10,45 to 64 years,Females
2021-01-09,New Brunswick,80,65 to 84 years,Both sexes
2021-01-09,New Brunswick,50,65 to 84 years,Males
2021-01-09,New Brunswick,25,65 to 84 years,Females
2021-01-09,New Brunswick,50,85 years and over,Both sexes
2021-01-09,New Brunswick,15,85 years and over,Males
2021-01-09,New Brunswick,30,85 years and over,Females
2021-01-16,New Brunswick,165,all ages,Both sexes
2021-01-16,New Brunswick,85,all ages,Males
2021-01-16,New Brunswick,65,all ages,Females
2021-01-16,New Brunswick,10,0 to 44 years,Both sexes
2021-01-16,New Brunswick,0,0 to 44 years,Males
2021-01-16,New Brunswick,0,0 to 44 years,Females
2021-01-16,New Brunswick,30,45 to 64 years,Both sexes
2021-01-16,New Brunswick,20,45 to 64 years,Males
2021-01-16,New Brunswick,15,45 to 64 years,Females
2021-01-16,New Brunswick,70,65 to 84 years,Both sexes
2021-01-16,New Brunswick,40,65 to 84 years,Males
2021-01-16,New Brunswick,20,65 to 84 years,Females
2021-01-16,New Brunswick,50,85 years and over,Both sexes
2021-01-16,New Brunswick,25,85 years and over,Males
2021-01-16,New Brunswick,25,85 years and over,Females
2021-01-23,New Brunswick,175,all ages,Both sexes
2021-01-23,New Brunswick,85,all ages,Males
2021-01-23,New Brunswick,80,all ages,Females
2021-01-23,New Brunswick,10,0 to 44 years,Both sexes
2021-01-23,New Brunswick,5,0 to 44 years,Males
2021-01-23,New Brunswick,0,0 to 44 years,Females
2021-01-23,New Brunswick,20,45 to 64 years,Both sexes
2021-01-23,New Brunswick,15,45 to 64 years,Males
2021-01-23,New Brunswick,10,45 to 64 years,Females
2021-01-23,New Brunswick,95,65 to 84 years,Both sexes
2021-01-23,New Brunswick,50,65 to 84 years,Males
2021-01-23,New Brunswick,35,65 to 84 years,Females
2021-01-23,New Brunswick,50,85 years and over,Both sexes
2021-01-23,New Brunswick,15,85 years and over,Males
2021-01-23,New Brunswick,35,85 years and over,Females
2021-01-30,New Brunswick,195,all ages,Both sexes
2021-01-30,New Brunswick,95,all ages,Males
2021-01-30,New Brunswick,85,all ages,Females
2021-01-30,New Brunswick,10,0 to 44 years,Both sexes
2021-01-30,New Brunswick,5,0 to 44 years,Males
2021-01-30,New Brunswick,0,0 to 44 years,Females
2021-01-30,New Brunswick,25,45 to 64 years,Both sexes
2021-01-30,New Brunswick,10,45 to 64 years,Males
2021-01-30,New Brunswick,20,45 to 64 years,Females
2021-01-30,New Brunswick,100,65 to 84 years,Both sexes
2021-01-30,New Brunswick,60,65 to 84 years,Males
2021-01-30,New Brunswick,35,65 to 84 years,Females
2021-01-30,New Brunswick,65,85 years and over,Both sexes
2021-01-30,New Brunswick,30,85 years and over,Males
2021-01-30,New Brunswick,35,85 years and over,Females
2021-02-06,New Brunswick,175,all ages,Both sexes
2021-02-06,New Brunswick,80,all ages,Males
2021-02-06,New Brunswick,85,all ages,Females
2021-02-06,New Brunswick,10,0 to 44 years,Both sexes
2021-02-06,New Brunswick,0,0 to 44 years,Males
2021-02-06,New Brunswick,0,0 to 44 years,Females
2021-02-06,New Brunswick,20,45 to 64 years,Both sexes
2021-02-06,New Brunswick,5,45 to 64 years,Males
2021-02-06,New Brunswick,10,45 to 64 years,Females
2021-02-06,New Brunswick,85,65 to 84 years,Both sexes
2021-02-06,New Brunswick,50,65 to 84 years,Males
2021-02-06,New Brunswick,35,65 to 84 years,Females
2021-02-06,New Brunswick,65,85 years and over,Both sexes
2021-02-06,New Brunswick,20,85 years and over,Males
2021-02-06,New Brunswick,40,85 years and over,Females
2021-02-13,New Brunswick,165,all ages,Both sexes
2021-02-13,New Brunswick,75,all ages,Males
2021-02-13,New Brunswick,75,all ages,Females
2021-02-13,New Brunswick,5,0 to 44 years,Both sexes
2021-02-13,New Brunswick,5,0 to 44 years,Males
2021-02-13,New Brunswick,0,0 to 44 years,Females
2021-02-13,New Brunswick,25,45 to 64 years,Both sexes
2021-02-13,New Brunswick,15,45 to 64 years,Males
2021-02-13,New Brunswick,10,45 to 64 years,Females
2021-02-13,New Brunswick,80,65 to 84 years,Both sexes
2021-02-13,New Brunswick,45,65 to 84 years,Males
2021-02-13,New Brunswick,35,65 to 84 years,Females
2021-02-13,New Brunswick,50,85 years and over,Both sexes
2021-02-13,New Brunswick,15,85 years and over,Males
2021-02-13,New Brunswick,30,85 years and over,Females
2021-02-20,New Brunswick,160,all ages,Both sexes
2021-02-20,New Brunswick,65,all ages,Males
2021-02-20,New Brunswick,85,all ages,Females
2021-02-20,New Brunswick,5,0 to 44 years,Both sexes
2021-02-20,New Brunswick,5,0 to 44 years,Males
2021-02-20,New Brunswick,0,0 to 44 years,Females
2021-02-20,New Brunswick,30,45 to 64 years,Both sexes
2021-02-20,New Brunswick,15,45 to 64 years,Males
2021-02-20,New Brunswick,15,45 to 64 years,Females
2021-02-20,New Brunswick,75,65 to 84 years,Both sexes
2021-02-20,New Brunswick,30,65 to 84 years,Males
2021-02-20,New Brunswick,35,65 to 84 years,Females
2021-02-20,New Brunswick,50,85 years and over,Both sexes
2021-02-20,New Brunswick,15,85 years and over,Males
2021-02-20,New Brunswick,30,85 years and over,Females
2021-02-27,New Brunswick,145,all ages,Both sexes
2021-02-27,New Brunswick,75,all ages,Males
2021-02-27,New Brunswick,50,all ages,Females
2021-02-27,New Brunswick,5,0 to 44 years,Both sexes
2021-02-27,New Brunswick,0,0 to 44 years,Males
2021-02-27,New Brunswick,5,0 to 44 years,Females
2021-02-27,New Brunswick,30,45 to 64 years,Both sexes
2021-02-27,New Brunswick,20,45 to 64 years,Males
2021-02-27,New Brunswick,5,45 to 64 years,Females
2021-02-27,New Brunswick,60,65 to 84 years,Both sexes
2021-02-27,New Brunswick,40,65 to 84 years,Males
2021-02-27,New Brunswick,20,65 to 84 years,Females
2021-02-27,New Brunswick,45,85 years and over,Both sexes
2021-02-27,New Brunswick,15,85 years and over,Males
2021-02-27,New Brunswick,25,85 years and over,Females
2021-03-06,New Brunswick,175,all ages,Both sexes
2021-03-06,New Brunswick,75,all ages,Males
2021-03-06,New Brunswick,85,all ages,Females
2021-03-06,New Brunswick,10,0 to 44 years,Both sexes
2021-03-06,New Brunswick,0,0 to 44 years,Males
2021-03-06,New Brunswick,0,0 to 44 years,Females
2021-03-06,New Brunswick,25,45 to 64 years,Both sexes
2021-03-06,New Brunswick,15,45 to 64 years,Males
2021-03-06,New Brunswick,10,45 to 64 years,Females
2021-03-06,New Brunswick,80,65 to 84 years,Both sexes
2021-03-06,New Brunswick,35,65 to 84 years,Males
2021-03-06,New Brunswick,40,65 to 84 years,Females
2021-03-06,New Brunswick,65,85 years and over,Both sexes
2021-03-06,New Brunswick,25,85 years and over,Males
2021-03-06,New Brunswick,35,85 years and over,Females
2021-03-13,New Brunswick,180,all ages,Both sexes
2021-03-13,New Brunswick,85,all ages,Males
2021-03-13,New Brunswick,75,all ages,Females
2021-03-13,New Brunswick,15,0 to 44 years,Both sexes
2021-03-13,New Brunswick,5,0 to 44 years,Males
2021-03-13,New Brunswick,5,0 to 44 years,Females
2021-03-13,New Brunswick,20,45 to 64 years,Both sexes
2021-03-13,New Brunswick,15,45 to 64 years,Males
2021-03-13,New Brunswick,5,45 to 64 years,Females
2021-03-13,New Brunswick,95,65 to 84 years,Both sexes
2021-03-13,New Brunswick,45,65 to 84 years,Males
2021-03-13,New Brunswick,35,65 to 84 years,Females
2021-03-13,New Brunswick,55,85 years and over,Both sexes
2021-03-13,New Brunswick,20,85 years and over,Males
2021-03-13,New Brunswick,35,85 years and over,Females
2021-03-20,New Brunswick,170,all ages,Both sexes
2021-03-20,New Brunswick,85,all ages,Males
2021-03-20,New Brunswick,60,all ages,Females
2021-03-20,New Brunswick,15,0 to 44 years,Both sexes
2021-03-20,New Brunswick,5,0 to 44 years,Males
2021-03-20,New Brunswick,0,0 to 44 years,Females
2021-03-20,New Brunswick,20,45 to 64 years,Both sexes
2021-03-20,New Brunswick,10,45 to 64 years,Males
2021-03-20,New Brunswick,5,45 to 64 years,Females
2021-03-20,New Brunswick,90,65 to 84 years,Both sexes
2021-03-20,New Brunswick,45,65 to 84 years,Males
2021-03-20,New Brunswick,30,65 to 84 years,Females
2021-03-20,New Brunswick,50,85 years and over,Both sexes
2021-03-20,New Brunswick,25,85 years and over,Males
2021-03-20,New Brunswick,20,85 years and over,Females
2021-03-27,New Brunswick,180,all ages,Both sexes
2021-03-27,New Brunswick,85,all ages,Males
2021-03-27,New Brunswick,80,all ages,Females
2021-03-27,New Brunswick,20,0 to 44 years,Both sexes
2021-03-27,New Brunswick,5,0 to 44 years,Males
2021-03-27,New Brunswick,5,0 to 44 years,Females
2021-03-27,New Brunswick,25,45 to 64 years,Both sexes
2021-03-27,New Brunswick,15,45 to 64 years,Males
2021-03-27,New Brunswick,10,45 to 64 years,Females
2021-03-27,New Brunswick,90,65 to 84 years,Both sexes
2021-03-27,New Brunswick,45,65 to 84 years,Males
2021-03-27,New Brunswick,35,65 to 84 years,Females
2021-03-27,New Brunswick,55,85 years and over,Both sexes
2021-03-27,New Brunswick,25,85 years and over,Males
2021-03-27,New Brunswick,30,85 years and over,Females
2021-04-03,New Brunswick,175,all ages,Both sexes
2021-04-03,New Brunswick,70,all ages,Males
2021-04-03,New Brunswick,75,all ages,Females
2021-04-03,New Brunswick,20,0 to 44 years,Both sexes
2021-04-03,New Brunswick,5,0 to 44 years,Males
2021-04-03,New Brunswick,0,0 to 44 years,Females
2021-04-03,New Brunswick,25,45 to 64 years,Both sexes
2021-04-03,New Brunswick,10,45 to 64 years,Males
2021-04-03,New Brunswick,10,45 to 64 years,Females
2021-04-03,New Brunswick,85,65 to 84 years,Both sexes
2021-04-03,New Brunswick,35,65 to 84 years,Males
2021-04-03,New Brunswick,40,65 to 84 years,Females
2021-04-03,New Brunswick,50,85 years and over,Both sexes
2021-04-03,New Brunswick,20,85 years and over,Males
2021-04-03,New Brunswick,25,85 years and over,Females
2021-04-10,New Brunswick,165,all ages,Both sexes
2021-04-10,New Brunswick,75,all ages,Males
2021-04-10,New Brunswick,70,all ages,Females
2021-04-10,New Brunswick,15,0 to 44 years,Both sexes
2021-04-10,New Brunswick,5,0 to 44 years,Males
2021-04-10,New Brunswick,0,0 to 44 years,Females
2021-04-10,New Brunswick,25,45 to 64 years,Both sexes
2021-04-10,New Brunswick,10,45 to 64 years,Males
2021-04-10,New Brunswick,10,45 to 64 years,Females
2021-04-10,New Brunswick,85,65 to 84 years,Both sexes
2021-04-10,New Brunswick,45,65 to 84 years,Males
2021-04-10,New Brunswick,30,65 to 84 years,Females
2021-04-10,New Brunswick,50,85 years and over,Both sexes
2021-04-10,New Brunswick,15,85 years and over,Males
2021-04-10,New Brunswick,30,85 years and over,Females
2021-04-17,New Brunswick,155,all ages,Both sexes
2021-04-17,New Brunswick,70,all ages,Males
2021-04-17,New Brunswick,65,all ages,Females
2021-04-17,New Brunswick,15,0 to 44 years,Both sexes
2021-04-17,New Brunswick,5,0 to 44 years,Males
2021-04-17,New Brunswick,5,0 to 44 years,Females
2021-04-17,New Brunswick,25,45 to 64 years,Both sexes
2021-04-17,New Brunswick,10,45 to 64 years,Males
2021-04-17,New Brunswick,10,45 to 64 years,Females
2021-04-17,New Brunswick,80,65 to 84 years,Both sexes
2021-04-17,New Brunswick,40,65 to 84 years,Males
2021-04-17,New Brunswick,25,65 to 84 years,Females
2021-04-17,New Brunswick,45,85 years and over,Both sexes
2021-04-17,New Brunswick,15,85 years and over,Males
2021-04-17,New Brunswick,25,85 years and over,Females
2021-04-24,New Brunswick,170,all ages,Both sexes
2021-04-24,New Brunswick,75,all ages,Males
2021-04-24,New Brunswick,70,all ages,Females
2021-04-24,New Brunswick,20,0 to 44 years,Both sexes
2021-04-24,New Brunswick,5,0 to 44 years,Males
2021-04-24,New Brunswick,0,0 to 44 years,Females
2021-04-24,New Brunswick,25,45 to 64 years,Both sexes
2021-04-24,New Brunswick,15,45 to 64 years,Males
2021-04-24,New Brunswick,10,45 to 64 years,Females
2021-04-24,New Brunswick,75,65 to 84 years,Both sexes
2021-04-24,New Brunswick,35,65 to 84 years,Males
2021-04-24,New Brunswick,30,65 to 84 years,Females
2021-04-24,New Brunswick,55,85 years and over,Both sexes
2021-04-24,New Brunswick,20,85 years and over,Males
2021-04-24,New Brunswick,35,85 years and over,Females
2021-05-01,New Brunswick,185,all ages,Both sexes
2021-05-01,New Brunswick,80,all ages,Males
2021-05-01,New Brunswick,80,all ages,Females
2021-05-01,New Brunswick,20,0 to 44 years,Both sexes
2021-05-01,New Brunswick,5,0 to 44 years,Males
2021-05-01,New Brunswick,0,0 to 44 years,Females
2021-05-01,New Brunswick,25,45 to 64 years,Both sexes
2021-05-01,New Brunswick,10,45 to 64 years,Males
