Date,GEO,value,Age,Sex,Characteristics
2021-09-25,Canada,2635,65 to 84 years,Both sexes,Number of deaths
2021-09-25,Canada,2145,85 years and over,Both sexes,Number of deaths
2021-09-25,Newfoundland and Labrador,125,all ages,Both sexes,Number of deaths
2021-09-25,Newfoundland and Labrador,5,0 to 44 years,Both sexes,Number of deaths
2021-09-25,Newfoundland and Labrador,20,45 to 64 years,Both sexes,Number of deaths
2021-09-25,Newfoundland and Labrador,70,65 to 84 years,Both sexes,Number of deaths
2021-09-25,Newfoundland and Labrador,35,85 years and over,Both sexes,Number of deaths
2021-09-25,Prince Edward Island,25,all ages,Both sexes,Number of deaths
2021-09-25,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2021-09-25,Prince Edward Island,5,45 to 64 years,Both sexes,Number of deaths
2021-09-25,Prince Edward Island,10,65 to 84 years,Both sexes,Number of deaths
2021-09-25,Prince Edward Island,5,85 years and over,Both sexes,Number of deaths
2021-09-25,Nova Scotia,185,all ages,Both sexes,Number of deaths
2021-09-25,Nova Scotia,10,0 to 44 years,Both sexes,Number of deaths
2021-09-25,Nova Scotia,15,45 to 64 years,Both sexes,Number of deaths
2021-09-25,Nova Scotia,90,65 to 84 years,Both sexes,Number of deaths
2021-09-25,Nova Scotia,70,85 years and over,Both sexes,Number of deaths
2021-09-25,New Brunswick,175,all ages,Both sexes,Number of deaths
2021-09-25,New Brunswick,25,0 to 44 years,Both sexes,Number of deaths
2021-09-25,New Brunswick,25,45 to 64 years,Both sexes,Number of deaths
2021-09-25,New Brunswick,75,65 to 84 years,Both sexes,Number of deaths
2021-09-25,New Brunswick,55,85 years and over,Both sexes,Number of deaths
2021-09-25,Quebec,1215,all ages,Both sexes,Number of deaths
2021-09-25,Quebec,25,0 to 44 years,Both sexes,Number of deaths
2021-09-25,Quebec,175,45 to 64 years,Both sexes,Number of deaths
2021-09-25,Quebec,575,65 to 84 years,Both sexes,Number of deaths
2021-09-25,Quebec,445,85 years and over,Both sexes,Number of deaths
2021-09-25,Ontario,2280,all ages,Both sexes,Number of deaths
2021-09-25,Ontario,130,0 to 44 years,Both sexes,Number of deaths
2021-09-25,Ontario,310,45 to 64 years,Both sexes,Number of deaths
2021-09-25,Ontario,995,65 to 84 years,Both sexes,Number of deaths
2021-09-25,Ontario,855,85 years and over,Both sexes,Number of deaths
2021-09-25,Manitoba,,all ages,Both sexes,Number of deaths
2021-09-25,Manitoba,,0 to 44 years,Both sexes,Number of deaths
2021-09-25,Manitoba,,45 to 64 years,Both sexes,Number of deaths
2021-09-25,Manitoba,,65 to 84 years,Both sexes,Number of deaths
2021-09-25,Manitoba,,85 years and over,Both sexes,Number of deaths
2021-09-25,Saskatchewan,250,all ages,Both sexes,Number of deaths
2021-09-25,Saskatchewan,15,0 to 44 years,Both sexes,Number of deaths
2021-09-25,Saskatchewan,40,45 to 64 years,Both sexes,Number of deaths
2021-09-25,Saskatchewan,105,65 to 84 years,Both sexes,Number of deaths
2021-09-25,Saskatchewan,95,85 years and over,Both sexes,Number of deaths
2021-09-25,Alberta,650,all ages,Both sexes,Number of deaths
2021-09-25,Alberta,60,0 to 44 years,Both sexes,Number of deaths
2021-09-25,Alberta,105,45 to 64 years,Both sexes,Number of deaths
2021-09-25,Alberta,275,65 to 84 years,Both sexes,Number of deaths
2021-09-25,Alberta,210,85 years and over,Both sexes,Number of deaths
2021-09-25,British Columbia,890,all ages,Both sexes,Number of deaths
2021-09-25,British Columbia,55,0 to 44 years,Both sexes,Number of deaths
2021-09-25,British Columbia,145,45 to 64 years,Both sexes,Number of deaths
2021-09-25,British Columbia,365,65 to 84 years,Both sexes,Number of deaths
2021-09-25,British Columbia,325,85 years and over,Both sexes,Number of deaths
2021-09-25,Yukon,,all ages,Both sexes,Number of deaths
2021-09-25,Yukon,,0 to 44 years,Both sexes,Number of deaths
2021-09-25,Yukon,,45 to 64 years,Both sexes,Number of deaths
2021-09-25,Yukon,,65 to 84 years,Both sexes,Number of deaths
2021-09-25,Yukon,,85 years and over,Both sexes,Number of deaths
2021-09-25,Northwest Territories,5,all ages,Both sexes,Number of deaths
2021-09-25,Northwest Territories,,0 to 44 years,Both sexes,Number of deaths
2021-09-25,Northwest Territories,,45 to 64 years,Both sexes,Number of deaths
2021-09-25,Northwest Territories,,65 to 84 years,Both sexes,Number of deaths
2021-09-25,Northwest Territories,,85 years and over,Both sexes,Number of deaths
2021-09-25,Nunavut,5,all ages,Both sexes,Number of deaths
2021-09-25,Nunavut,,0 to 44 years,Both sexes,Number of deaths
2021-09-25,Nunavut,,45 to 64 years,Both sexes,Number of deaths
2021-09-25,Nunavut,,65 to 84 years,Both sexes,Number of deaths
2021-09-25,Nunavut,,85 years and over,Both sexes,Number of deaths
2021-10-02,Canada,6065,all ages,Both sexes,Number of deaths
2021-10-02,Canada,345,0 to 44 years,Both sexes,Number of deaths
2021-10-02,Canada,930,45 to 64 years,Both sexes,Number of deaths
2021-10-02,Canada,2670,65 to 84 years,Both sexes,Number of deaths
2021-10-02,Canada,2120,85 years and over,Both sexes,Number of deaths
2021-10-02,Newfoundland and Labrador,120,all ages,Both sexes,Number of deaths
2021-10-02,Newfoundland and Labrador,0,0 to 44 years,Both sexes,Number of deaths
2021-10-02,Newfoundland and Labrador,15,45 to 64 years,Both sexes,Number of deaths
2021-10-02,Newfoundland and Labrador,75,65 to 84 years,Both sexes,Number of deaths
2021-10-02,Newfoundland and Labrador,30,85 years and over,Both sexes,Number of deaths
2021-10-02,Prince Edward Island,35,all ages,Both sexes,Number of deaths
2021-10-02,Prince Edward Island,5,0 to 44 years,Both sexes,Number of deaths
2021-10-02,Prince Edward Island,5,45 to 64 years,Both sexes,Number of deaths
2021-10-02,Prince Edward Island,15,65 to 84 years,Both sexes,Number of deaths
2021-10-02,Prince Edward Island,15,85 years and over,Both sexes,Number of deaths
2021-10-02,Nova Scotia,200,all ages,Both sexes,Number of deaths
2021-10-02,Nova Scotia,10,0 to 44 years,Both sexes,Number of deaths
2021-10-02,Nova Scotia,35,45 to 64 years,Both sexes,Number of deaths
2021-10-02,Nova Scotia,95,65 to 84 years,Both sexes,Number of deaths
2021-10-02,Nova Scotia,60,85 years and over,Both sexes,Number of deaths
2021-10-02,New Brunswick,220,all ages,Both sexes,Number of deaths
2021-10-02,New Brunswick,30,0 to 44 years,Both sexes,Number of deaths
2021-10-02,New Brunswick,35,45 to 64 years,Both sexes,Number of deaths
2021-10-02,New Brunswick,110,65 to 84 years,Both sexes,Number of deaths
2021-10-02,New Brunswick,65,85 years and over,Both sexes,Number of deaths
2021-10-02,Quebec,1235,all ages,Both sexes,Number of deaths
2021-10-02,Quebec,40,0 to 44 years,Both sexes,Number of deaths
2021-10-02,Quebec,160,45 to 64 years,Both sexes,Number of deaths
2021-10-02,Quebec,590,65 to 84 years,Both sexes,Number of deaths
2021-10-02,Quebec,455,85 years and over,Both sexes,Number of deaths
2021-10-02,Ontario,2195,all ages,Both sexes,Number of deaths
2021-10-02,Ontario,125,0 to 44 years,Both sexes,Number of deaths
2021-10-02,Ontario,335,45 to 64 years,Both sexes,Number of deaths
2021-10-02,Ontario,900,65 to 84 years,Both sexes,Number of deaths
2021-10-02,Ontario,835,85 years and over,Both sexes,Number of deaths
2021-10-02,Manitoba,,all ages,Both sexes,Number of deaths
2021-10-02,Manitoba,,0 to 44 years,Both sexes,Number of deaths
2021-10-02,Manitoba,,45 to 64 years,Both sexes,Number of deaths
2021-10-02,Manitoba,,65 to 84 years,Both sexes,Number of deaths
2021-10-02,Manitoba,,85 years and over,Both sexes,Number of deaths
2021-10-02,Saskatchewan,255,all ages,Both sexes,Number of deaths
2021-10-02,Saskatchewan,20,0 to 44 years,Both sexes,Number of deaths
2021-10-02,Saskatchewan,40,45 to 64 years,Both sexes,Number of deaths
2021-10-02,Saskatchewan,105,65 to 84 years,Both sexes,Number of deaths
2021-10-02,Saskatchewan,90,85 years and over,Both sexes,Number of deaths
2021-10-02,Alberta,700,all ages,Both sexes,Number of deaths
2021-10-02,Alberta,70,0 to 44 years,Both sexes,Number of deaths
2021-10-02,Alberta,120,45 to 64 years,Both sexes,Number of deaths
2021-10-02,Alberta,310,65 to 84 years,Both sexes,Number of deaths
2021-10-02,Alberta,200,85 years and over,Both sexes,Number of deaths
2021-10-02,British Columbia,930,all ages,Both sexes,Number of deaths
2021-10-02,British Columbia,55,0 to 44 years,Both sexes,Number of deaths
2021-10-02,British Columbia,160,45 to 64 years,Both sexes,Number of deaths
2021-10-02,British Columbia,390,65 to 84 years,Both sexes,Number of deaths
2021-10-02,British Columbia,320,85 years and over,Both sexes,Number of deaths
2021-10-02,Yukon,,all ages,Both sexes,Number of deaths
2021-10-02,Yukon,,0 to 44 years,Both sexes,Number of deaths
2021-10-02,Yukon,,45 to 64 years,Both sexes,Number of deaths
2021-10-02,Yukon,,65 to 84 years,Both sexes,Number of deaths
2021-10-02,Yukon,,85 years and over,Both sexes,Number of deaths
2021-10-02,Northwest Territories,10,all ages,Both sexes,Number of deaths
2021-10-02,Northwest Territories,,0 to 44 years,Both sexes,Number of deaths
2021-10-02,Northwest Territories,,45 to 64 years,Both sexes,Number of deaths
2021-10-02,Northwest Territories,,65 to 84 years,Both sexes,Number of deaths
2021-10-02,Northwest Territories,,85 years and over,Both sexes,Number of deaths
2021-10-02,Nunavut,5,all ages,Both sexes,Number of deaths
2021-10-02,Nunavut,,0 to 44 years,Both sexes,Number of deaths
2021-10-02,Nunavut,,45 to 64 years,Both sexes,Number of deaths
2021-10-02,Nunavut,,65 to 84 years,Both sexes,Number of deaths
2021-10-02,Nunavut,,85 years and over,Both sexes,Number of deaths
2021-10-09,Canada,5990,all ages,Both sexes,Number of deaths
2021-10-09,Canada,365,0 to 44 years,Both sexes,Number of deaths
2021-10-09,Canada,885,45 to 64 years,Both sexes,Number of deaths
2021-10-09,Canada,2630,65 to 84 years,Both sexes,Number of deaths
2021-10-09,Canada,2115,85 years and over,Both sexes,Number of deaths
2021-10-09,Newfoundland and Labrador,115,all ages,Both sexes,Number of deaths
2021-10-09,Newfoundland and Labrador,5,0 to 44 years,Both sexes,Number of deaths
2021-10-09,Newfoundland and Labrador,15,45 to 64 years,Both sexes,Number of deaths
2021-10-09,Newfoundland and Labrador,65,65 to 84 years,Both sexes,Number of deaths
2021-10-09,Newfoundland and Labrador,30,85 years and over,Both sexes,Number of deaths
2021-10-09,Prince Edward Island,20,all ages,Both sexes,Number of deaths
2021-10-09,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2021-10-09,Prince Edward Island,0,45 to 64 years,Both sexes,Number of deaths
2021-10-09,Prince Edward Island,10,65 to 84 years,Both sexes,Number of deaths
2021-10-09,Prince Edward Island,10,85 years and over,Both sexes,Number of deaths
2021-10-09,Nova Scotia,185,all ages,Both sexes,Number of deaths
2021-10-09,Nova Scotia,10,0 to 44 years,Both sexes,Number of deaths
2021-10-09,Nova Scotia,30,45 to 64 years,Both sexes,Number of deaths
2021-10-09,Nova Scotia,95,65 to 84 years,Both sexes,Number of deaths
2021-10-09,Nova Scotia,55,85 years and over,Both sexes,Number of deaths
2021-10-09,New Brunswick,200,all ages,Both sexes,Number of deaths
2021-10-09,New Brunswick,25,0 to 44 years,Both sexes,Number of deaths
2021-10-09,New Brunswick,35,45 to 64 years,Both sexes,Number of deaths
2021-10-09,New Brunswick,90,65 to 84 years,Both sexes,Number of deaths
2021-10-09,New Brunswick,65,85 years and over,Both sexes,Number of deaths
2021-10-09,Quebec,1285,all ages,Both sexes,Number of deaths
2021-10-09,Quebec,45,0 to 44 years,Both sexes,Number of deaths
2021-10-09,Quebec,150,45 to 64 years,Both sexes,Number of deaths
2021-10-09,Quebec,610,65 to 84 years,Both sexes,Number of deaths
2021-10-09,Quebec,475,85 years and over,Both sexes,Number of deaths
2021-10-09,Ontario,2225,all ages,Both sexes,Number of deaths
2021-10-09,Ontario,135,0 to 44 years,Both sexes,Number of deaths
2021-10-09,Ontario,330,45 to 64 years,Both sexes,Number of deaths
2021-10-09,Ontario,950,65 to 84 years,Both sexes,Number of deaths
2021-10-09,Ontario,805,85 years and over,Both sexes,Number of deaths
2021-10-09,Manitoba,,all ages,Both sexes,Number of deaths
2021-10-09,Manitoba,,0 to 44 years,Both sexes,Number of deaths
2021-10-09,Manitoba,,45 to 64 years,Both sexes,Number of deaths
2021-10-09,Manitoba,,65 to 84 years,Both sexes,Number of deaths
2021-10-09,Manitoba,,85 years and over,Both sexes,Number of deaths
2021-10-09,Saskatchewan,245,all ages,Both sexes,Number of deaths
2021-10-09,Saskatchewan,20,0 to 44 years,Both sexes,Number of deaths
2021-10-09,Saskatchewan,40,45 to 64 years,Both sexes,Number of deaths
2021-10-09,Saskatchewan,90,65 to 84 years,Both sexes,Number of deaths
2021-10-09,Saskatchewan,90,85 years and over,Both sexes,Number of deaths
2021-10-09,Alberta,635,all ages,Both sexes,Number of deaths
2021-10-09,Alberta,55,0 to 44 years,Both sexes,Number of deaths
2021-10-09,Alberta,105,45 to 64 years,Both sexes,Number of deaths
2021-10-09,Alberta,270,65 to 84 years,Both sexes,Number of deaths
2021-10-09,Alberta,205,85 years and over,Both sexes,Number of deaths
2021-10-09,British Columbia,870,all ages,Both sexes,Number of deaths
2021-10-09,British Columbia,65,0 to 44 years,Both sexes,Number of deaths
2021-10-09,British Columbia,140,45 to 64 years,Both sexes,Number of deaths
2021-10-09,British Columbia,350,65 to 84 years,Both sexes,Number of deaths
2021-10-09,British Columbia,320,85 years and over,Both sexes,Number of deaths
2021-10-09,Yukon,,all ages,Both sexes,Number of deaths
2021-10-09,Yukon,,0 to 44 years,Both sexes,Number of deaths
2021-10-09,Yukon,,45 to 64 years,Both sexes,Number of deaths
2021-10-09,Yukon,,65 to 84 years,Both sexes,Number of deaths
2021-10-09,Yukon,,85 years and over,Both sexes,Number of deaths
2021-10-09,Northwest Territories,5,all ages,Both sexes,Number of deaths
2021-10-09,Northwest Territories,,0 to 44 years,Both sexes,Number of deaths
2021-10-09,Northwest Territories,,45 to 64 years,Both sexes,Number of deaths
2021-10-09,Northwest Territories,,65 to 84 years,Both sexes,Number of deaths
2021-10-09,Northwest Territories,,85 years and over,Both sexes,Number of deaths
2021-10-09,Nunavut,0,all ages,Both sexes,Number of deaths
2021-10-09,Nunavut,,0 to 44 years,Both sexes,Number of deaths
2021-10-09,Nunavut,,45 to 64 years,Both sexes,Number of deaths
2021-10-09,Nunavut,,65 to 84 years,Both sexes,Number of deaths
2021-10-09,Nunavut,,85 years and over,Both sexes,Number of deaths
2021-10-16,Canada,6195,all ages,Both sexes,Number of deaths
2021-10-16,Canada,310,0 to 44 years,Both sexes,Number of deaths
2021-10-16,Canada,900,45 to 64 years,Both sexes,Number of deaths
2021-10-16,Canada,2780,65 to 84 years,Both sexes,Number of deaths
2021-10-16,Canada,2200,85 years and over,Both sexes,Number of deaths
2021-10-16,Newfoundland and Labrador,100,all ages,Both sexes,Number of deaths
2021-10-16,Newfoundland and Labrador,5,0 to 44 years,Both sexes,Number of deaths
2021-10-16,Newfoundland and Labrador,15,45 to 64 years,Both sexes,Number of deaths
2021-10-16,Newfoundland and Labrador,55,65 to 84 years,Both sexes,Number of deaths
2021-10-16,Newfoundland and Labrador,25,85 years and over,Both sexes,Number of deaths
2021-10-16,Prince Edward Island,35,all ages,Both sexes,Number of deaths
2021-10-16,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2021-10-16,Prince Edward Island,0,45 to 64 years,Both sexes,Number of deaths
2021-10-16,Prince Edward Island,20,65 to 84 years,Both sexes,Number of deaths
2021-10-16,Prince Edward Island,15,85 years and over,Both sexes,Number of deaths
2021-10-16,Nova Scotia,195,all ages,Both sexes,Number of deaths
2021-10-16,Nova Scotia,0,0 to 44 years,Both sexes,Number of deaths
2021-10-16,Nova Scotia,25,45 to 64 years,Both sexes,Number of deaths
2021-10-16,Nova Scotia,105,65 to 84 years,Both sexes,Number of deaths
2021-10-16,Nova Scotia,60,85 years and over,Both sexes,Number of deaths
2021-10-16,New Brunswick,190,all ages,Both sexes,Number of deaths
2021-10-16,New Brunswick,25,0 to 44 years,Both sexes,Number of deaths
2021-10-16,New Brunswick,25,45 to 64 years,Both sexes,Number of deaths
2021-10-16,New Brunswick,100,65 to 84 years,Both sexes,Number of deaths
2021-10-16,New Brunswick,60,85 years and over,Both sexes,Number of deaths
2021-10-16,Quebec,1415,all ages,Both sexes,Number of deaths
2021-10-16,Quebec,35,0 to 44 years,Both sexes,Number of deaths
2021-10-16,Quebec,165,45 to 64 years,Both sexes,Number of deaths
2021-10-16,Quebec,665,65 to 84 years,Both sexes,Number of deaths
2021-10-16,Quebec,550,85 years and over,Both sexes,Number of deaths
2021-10-16,Ontario,2280,all ages,Both sexes,Number of deaths
2021-10-16,Ontario,110,0 to 44 years,Both sexes,Number of deaths
2021-10-16,Ontario,320,45 to 64 years,Both sexes,Number of deaths
2021-10-16,Ontario,985,65 to 84 years,Both sexes,Number of deaths
2021-10-16,Ontario,860,85 years and over,Both sexes,Number of deaths
2021-10-16,Manitoba,,all ages,Both sexes,Number of deaths
2021-10-16,Manitoba,,0 to 44 years,Both sexes,Number of deaths
2021-10-16,Manitoba,,45 to 64 years,Both sexes,Number of deaths
2021-10-16,Manitoba,,65 to 84 years,Both sexes,Number of deaths
2021-10-16,Manitoba,,85 years and over,Both sexes,Number of deaths
2021-10-16,Saskatchewan,235,all ages,Both sexes,Number of deaths
2021-10-16,Saskatchewan,20,0 to 44 years,Both sexes,Number of deaths
2021-10-16,Saskatchewan,35,45 to 64 years,Both sexes,Number of deaths
2021-10-16,Saskatchewan,105,65 to 84 years,Both sexes,Number of deaths
2021-10-16,Saskatchewan,75,85 years and over,Both sexes,Number of deaths
2021-10-16,Alberta,650,all ages,Both sexes,Number of deaths
2021-10-16,Alberta,70,0 to 44 years,Both sexes,Number of deaths
2021-10-16,Alberta,130,45 to 64 years,Both sexes,Number of deaths
2021-10-16,Alberta,260,65 to 84 years,Both sexes,Number of deaths
2021-10-16,Alberta,190,85 years and over,Both sexes,Number of deaths
2021-10-16,British Columbia,915,all ages,Both sexes,Number of deaths
2021-10-16,British Columbia,45,0 to 44 years,Both sexes,Number of deaths
2021-10-16,British Columbia,155,45 to 64 years,Both sexes,Number of deaths
